,Kingdom,Phylum,Class,Order,Family,Genus,Species
e6c980f502e540405f60db2db0a6af05,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,NA
015e05129760003ecde82d02c9cab448,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
04dcf3e253de63a76efb1978471c7da7,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__unidentified,g__unidentified,s__unidentified
e886de677cdf76ebe550cccea0dfcd56,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,NA,NA
34496407408cb34749e0552b1cd25200,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Phlebiopsis,NA
3a596e230a1cfd5a357eba00fe429d06,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
85183af0165610274d6dc660f12d7fba,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Phanerochaete,NA
72b7352dc5bb03aa94a532dc7fce652a,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
8052e6f376d51344083bd9ac167f3db8,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Gymnopilus,NA
ac3d8fd2fa4c40c0caa781e226c53862,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Lopadostoma,NA
7e4217833df5afd3b8de0f1d7ab5e969,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
37aa98ed0fffc99d11652d6f0f64e206,k__Fungi,p__Entorrhizomycota,c__Entorrhizomycetes,o__Entorrhizales,f__Entorrhizaceae,g__Entorrhiza,NA
5277d34d96eb753f1d11aa53ac41f381,k__Fungi,p__Chytridiomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
8c3959bb323eb86278b3942a4bb28988,k__Fungi,p__Rozellomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
3eb4e7b5efdf91ad295759b6ceafcb26,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
9a5d9eb29a1fe5a6f85cf609f7e9d001,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Cephalothecaceae,NA,NA
3ed85cabbf71120652026592b91bd733,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,NA
0f5b886db38742c2618c5e2c2a14ce0f,k__Fungi,NA,NA,NA,NA,NA,NA
3c659d7e4e920870605f853ee0f81279,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,o__Umbelopsidales,f__Umbelopsidaceae,g__Umbelopsis,NA
48722c6299ee0ad3786d25f3f1d1b703,k__Fungi,NA,NA,NA,NA,NA,NA
0f7c682cb07d09e08ca77fe71ca884c3,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA
cb7e139644da795fbd6c525eca8811c0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
671766fed6fd4774463113051d488492,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
afc857b0bce6d85c2ecee93efbf7d7dd,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
56a88ed839c9346ccb382016f79e4413,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
04b33a5832be0c4ada4b35d0565fd10f,k__Fungi,p__Basidiomycota,c__Tremellomycetes,NA,NA,NA,NA
1ffd4efc18db796c210d8c5650b94f42,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Cutaneotrichosporon,NA
e81ffa40f464a95d32f3c0a35b28749c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,NA,NA
533d7bf1ac4f6fb78b1d266a2a27a01a,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__unidentified,g__unidentified,s__unidentified
76f6d5e4f538dcc76da78a1df32bf1ef,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__unidentified
8b36cbcd4f478f28ae9606acae21d567,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,NA,NA
15e16332337c970c7b111d35338867fc,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,NA,NA
9b477dbe73ed92a9c7542bbe7f752534,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Atheliaceae,NA,NA
3f568149a5b20048ad4cce873cd19460,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Clitopilus,NA
9cbcc798d917950fcc313bf383ab524a,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,NA,NA,NA
096cb7039c4e71da7ac3240cca49e2c0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Atheliaceae,g__Byssocorticium,s__unidentified
6244b7a4a7c808a5c6e01752d1e769be,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriales_fam_Incertae_sedis,g__Strelitziana,NA
ba222c33fb4f0a95c5864dfa2a3d0bc9,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,NA
a88ecfbafd505910c87f213fd7c245e6,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA
f5cc18d2dd15c575fa6f97ad83e436a3,k__Fungi,p__Basidiomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
7c845e0959785c9a8ae0aed33483a321,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,NA
c9dc33e7034dec7465cdf9272440e906,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Stictidaceae,NA,NA
d5837e1b98f05cdcaace38acdb07c4b8,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Entylomatales,f__Entylomataceae,g__Entyloma,NA
44562ef87fd4e189bc379a7e160f411d,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
6c92c791ae0a7e2f0b06a9f7972cf423,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
2a07aab004f65bb0a2a24812ec62ac5c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__unidentified,s__unidentified
f427a4fe62196fbb37048eb4dfaf7c4c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
decea26d052cfcf8b5b2ea323ae719df,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA
f95770d72c8dd98962bd594d61d40b8a,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
3dffcea24c31c737dca845a2e76d7b65,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,NA,NA
2025937786544c58f00eafb4d8d1dcb1,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
19adf01b7d427856d4ea1e1f172dc1c3,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Ceratocystidaceae,g__Ceratocystis,s__unidentified
de9628888f6d90718485fb50119406e3,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,NA
3e98d49a0ec1e8892ea2926a45bd8f69,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Morosphaeriaceae,g__Helicascus,NA
3b33977e31fd8018999b53b7069692fa,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,g__Stilbum,NA
f603d4da7e3a7f5a08bcc116ff48886b,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,NA,NA,NA
1f0d1be3fe4ba6f5767759429e6ca01a,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum,NA
d43e6548454241cc7edd0f27fa513c34,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA
91d72dacd8490bdd0337dac1d686c8f7,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Boletales_fam_Incertae_sedis,g__Leucogyrophana,s__Leucogyrophana_arizonica
6126c1f83ba8ebd419bc53ed1a06088a,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA
2253ae5b9ef5e5560cb86c5008e7c662,k__Fungi,NA,NA,NA,NA,NA,NA
29ecd3309436add5c07e2af438635708,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
b9a5ca559f72f89381252e4ca59728d3,k__Fungi,NA,NA,NA,NA,NA,NA
b69faf055871ac61233555ac3d7d52e3,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,NA,NA
982562b5571a8f13f45c6a9bbf1c54fa,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
8b14e27b3209bb7839900843ac7bbf37,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1b3801888ca3b74da6bae7d1c86cfb5f,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Unguiculariopsis,s__Unguiculariopsis_lettaui
ea8edb1d80b5a20dc17cc820820638e8,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA
5fd57fd675155d15dd815cb2e761bac7,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Entylomatales,f__Entylomatales_fam_Incertae_sedis,g__Tilletiopsis,s__Tilletiopsis_washingtonensis
cefad0d7ef76e905f755176511298cfe,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Suillaceae,g__Suillus,NA
ed9beaa0936b5ede8021d81e5c2507e8,k__Fungi,p__Chytridiomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
94c0d00a11697b16bdab3faab2f42e55,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Leucosporidiales,f__Leucosporidiaceae,g__Leucosporidium,s__Leucosporidium_fasciculatum
86e4ac11af696bb51df11428d175fa76,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,NA,NA,NA
cef6fc6a10bb306d5af435114a72972d,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Dictyosporiaceae,NA,NA
db94d14299040ef5fe28cfd5cfe655c6,k__Fungi,p__Chytridiomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
aa7060b95a8fdfca9ace547f912c287f,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA
9425aed7a7fc9ad276017d23bb3b924b,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
27448db1dd38cbd3c4c6a6967ce20d11,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Phaffomycetaceae,g__Wickerhamomyces,NA
8874d86b38427b337fdca579dbec49be,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,NA,NA
37f1abab7747263479182fb7a624c11b,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA
ff4c5138f55f6e5b85af0e702b19836f,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,NA,NA
3ca47fe8e8ec08ffbe71785f836fdea1,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
a4aabc3eabfbfb888e524bee2eb6f08f,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,NA,NA
730b5eb234d24f3d66c932da61cd4ac6,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
4b3d1807c420fea8b3df1b48087c397c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
e35f491c5f9abdacfa825b40f8ea4119,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporales_fam_Incertae_sedis,g__Entrophospora,s__unidentified
66de667e11563e916fd9b8a561279f71,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,NA,NA,NA
138c7ed40d0d79d2c431c33486fa8880,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
48a2615deda3e838dde46a23757694b0,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,f__Endogonaceae,g__Endogone,NA
f3091d6cb4b95f55f8dbfb03690c738d,k__Fungi,NA,NA,NA,NA,NA,NA
36ba979e50f5c0b4d7b9e37f1859729f,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,NA,NA
8316eec5f2b0b505e713c3aa96195e96,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
01390ed7d350b7e454bf246f9db130f4,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__unidentified
bca849dad868421d8b4728a230d13505,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,NA,NA
f79b368c0f146cb9600ad3b5ac0d6c17,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA
08ad53ed306d5e3cf743118b2ffdf19a,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
a12e80ac084d9c1bd3731dd7a8f010e5,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
80697a242a77d231521eade5f7c17b08,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__GS22,f__unidentified,g__unidentified,s__unidentified
0cee008d0fb3e7f46630a4c7e8f35d1e,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Acrospermales,f__Acrospermales_fam_Incertae_sedis,g__Phaeodactylium,s__Phaeodactylium_stadleri
a290d10ac735a4c208e264f08a5ab2e5,k__Fungi,p__Entomophthoromycota,c__Basidiobolomycetes,o__Basidiobolales,f__unidentified,g__unidentified,s__unidentified
37225da0068d831a2cff9b122cbea1b4,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
7cdfc3b1f6a21bc6448acdf1984bea99,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,NA,NA
1696aef10fc4d8f71bccf0c1fd837d82,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Cryptococcus,s__unidentified
c4899dc67835819837c6c4f209579604,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
a2afddb76bf3b7bebdc135bfa459012f,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Resupinatus,s__unidentified
3295cad00a273beb6ed57411caa45d07,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_circinelloides
81556673ee2d094cd1a09da5bdafb827,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Vibrisseaceae,g__Phialocephala,NA
533572815b7a67f8aed18373cd8bb4f6,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Brachybasidiaceae,g__Meira,NA
47e75905b52b9089950171f28e3e53f2,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,NA,NA,NA,NA
0b794c693359ed79451c4d7c2552eeb4,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,f__Endogonaceae,g__Endogone,NA
26b8cbcc383166cfbb1b28f7adfdcaae,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Entylomatales,f__Entylomataceae,g__Entyloma,NA
d6ca400290997113a23c650e15a0af77,k__Fungi,p__Rozellomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
5c9c7ded3b9b9525c4235672e6dee5c9,k__Fungi,NA,NA,NA,NA,NA,NA
23e851c929bfa7fc1b772fb97cfdded6,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Fomitopsidaceae,NA,NA
29a53a42f4653affe3ff80904bab6706,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Coriolaceae,g__Trametes,NA
bf181df3eb3347137273f7e505b47ac9,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Xylaria,NA
1e68d5d434c4ca3dd20398215dd8f231,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,g__Trechispora,s__unidentified
4b8538b7e3826ac134a7e92eb9165c66,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__unidentified
845a2ed2216404942f5b4a7aaf8b937a,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Crepidotaceae,g__Crepidotus,s__Crepidotus_applanatus
3129859125aabbe5dcbd51d1febeebba,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Pseudotremella,s__Pseudotremella_allantoinivorans
ae8ae8f83e342e9f8204447ac4b37d7e,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,NA
536fda21c3ae548efabcc7e91ffebfc6,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
53c8fbce04a62cea8a2633bee7390453,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
0bd8714559867fbbbb7030d88f582cb3,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Phallales,f__Phallaceae,g__Phallus,s__Phallus_rugulosus
cc784afad4ad9b109ad7a04ee8d4b743,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Resupinatus,s__unidentified
67077476aef84ba008b75720dd25eb7e,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,NA,NA
b2bb957841aad8ac49686420bc390b47,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,f__Chytridiaceae,g__Phlyctochytrium,s__Phlyctochytrium_reinboldtiae
04b56d038814300de5cdeaaf5ae0874c,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,NA,NA,NA
abb7affa82569c3d66974fd0b9852651,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,s__Spizellomyces_pseudodichotomus
ce3609fa3e557e8939206a61740b1c4f,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
1496643fe324cc5bca1aeeec3e3cfdef,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,NA
b9229f0b90f6cd938c599d06a2818951,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,NA,NA
b5e9e6fc8c43a8485824f2c5a9285c04,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,NA
a29f9b7e69b1726c1d3079848f269fa9,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Hyphodermataceae,g__Hyphoderma,s__Hyphoderma_setigerum
3ff9cd1116be33610423eae552f4a47a,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__unidentified,g__unidentified,s__unidentified
27781371c1c855de6699af3eab227d3b,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
39796c7c3b6c3040acb52b55da9b92cf,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
ad188a177d41b42610b216d19348e843,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,NA,NA,NA
1a30d43e1482b52519ed77c813d7f9c0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,NA
46ac5b8f03ccd552fb67b384381f60d5,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
edc5050fd4af6375e0920b2029421764,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Hyphodontia,s__Hyphodontia_microspora
5f8f99dea7cd512b97cd299aad9aa1a4,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Nemania,NA
31a6d373013e998a1eb8477f038c0091,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,NA,NA,NA
c4aa0c7f602494a65fb6bc38d48af60c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,NA,NA
218a5d44ac38478defcba11174918382,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
e924e250057127325455c045740f439e,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
4b2c3f63aea3cebfe5da6a7bcf55ff34,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Ceratocystidaceae,g__Ceratocystis,s__unidentified
cbbc0bfcde04918fd951ddf178f9b7cc,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,NA,NA,NA
844dcfe34952a1cb219c69d254736794,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA,NA
e99ff6235665b79d29049eb364b507f5,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__GS22,f__unidentified,g__unidentified,s__unidentified
91f92f405bf5e2d94fe21b7fb3386313,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__unidentified,s__unidentified
72d4d0d3a1e5d7517443b4a62e137193,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
d395b24becdbc4bdaa3f97ee196ebe6e,k__Fungi,p__Chytridiomycota,NA,NA,NA,NA,NA
792364fcb39f915c30d65552759f745c,k__Fungi,p__Chytridiomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
7261e87cd8d94b6e0c35671e7b479584,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Tubeufiales,f__Tubeufiaceae,NA,NA
b7bacdf1d1278b01cbcc9db7ad9c7194,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
5ada78c4392a20025579ea1afb81d713,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Tilletiales,f__Tilletiaceae,g__Tilletia,NA
8ad143aa28c3ac0ba5f4e6e1ef4a63b2,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Venturia,NA
52522021247f5daf55efb4bd1cc06774,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
09983162cf60d0b80bcb102484bc1533,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetaceae,g__Fuscoporia,NA
ff81a629caf78d520ea495d8b31af159,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Entylomatales,f__Entylomataceae,g__Entyloma,NA
1a55c3b72913095b2b3170ab4201ebc1,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
9737abba2342b83196d44f7d0237905e,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,NA
c2894cdba041c05526c11ef01ba99e69,k__Fungi,p__Rozellomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
17cb65ec71591b426d0ec9c010b546ed,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Lipomycetaceae,g__Lipomyces,NA
29343cb73918c8b73498b5a8d16bd5fd,k__Fungi,p__Chytridiomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
9a9b401f3813d3ee6a97f157d1da74a5,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA,NA
a3a98ab98b6c5980f246077a4196e8b8,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,NA,NA
79104b040135f18eba72b0d4b00a85b0,k__Fungi,NA,NA,NA,NA,NA,NA
18e05fc4d0dbb7791e10930c6a9c1d11,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Lachnocladiaceae,g__Scytinostroma,NA
bbacfcfa5643fc1917bcfdae217b3900,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,NA
f02a06cc1feaf80bca0e7594bd804b39,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pluteaceae,g__Pluteus,NA
69e1af5f4c7cba04aa7a95269aa28e6a,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
d7b39841661c27beff3c29ab5cee21a3,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__GS22,f__unidentified,g__unidentified,s__unidentified
db7e9c89d4be1ed964634fe750f4ecce,k__Fungi,p__Ascomycota,c__Lecanoromycetes,NA,NA,NA,NA
5f5c939ef21e931b4337e029a46207cf,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Parasola,NA
cb98b672d905e708169b4d761426e558,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,NA,NA
aa362a92418f2ea7a9ea9b4bb3add171,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Fomitopsidaceae,g__Postia,NA
417efaebede93bf59b7c53e8414052ed,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
d1cf17a37088afae845204164bcc3a7e,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
97fb010f1cf6f456b25bf5356c880e24,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
284f16a0598f6022530c5c8cc40800f5,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Fomitopsidaceae,g__Fomitopsis,NA
f5ab7b69b4ee497f1f474314fd6215f0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
