,Kingdom,Phylum,Class,Order,Family,Genus,Species
3c95d56fd197219b23017c5cae1568f9,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
fc4fe050889f7f431221d4dec4217164,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
7922a02eaa5f8a55977855b422ddde8e,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
f3f3fe4b04ef18e73f21b5cc2fa7269a,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Valsariales,f__Valsariaceae,g__Valsaria,NA
2e6c8db76d0815cbed9a2dc4a1cacef8,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,NA,NA
9902fdf942d5f7aee1fd93fb65c8a3b3,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,NA
34a53ca41ede44dafe0c6992406dbca4,k__Fungi,p__Basidiomycota,c__Tremellomycetes,NA,NA,NA,NA
67ec0f4b799811ed922f9a91fb212c50,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,NA,NA
0920f3407475c4b28b84659381959394,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Capnodiaceae,NA,NA
d8ec004a57abf8c8f6607c950e35104d,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Parmeliaceae,NA,NA
539160b0a9432d771856126ef9d9baf7,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,NA,NA,NA
4c58e8668b21da7d6124a3d97da93bf8,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,s__unidentified
54110bfeb849cb1fe97b65aedb277fcb,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Ganodermataceae,g__Ganoderma,NA
44ace592a08ca46ba9f5e0efa4abb7c1,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
bed11598b0cbfa3752b860bf6bac8f76,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Ramalinaceae,NA,NA
4e945880b666722af91e2b665bd62a52,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,NA,NA,NA,NA
ebecd084a26cee253f626b5ea7b13cdb,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Xylaria,NA
0b0b7820b946ffabb44810fbc445ecd5,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Suillaceae,g__Suillus,NA
a317c584e6b46b962122bb2d1ad232e0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Melanogastraceae,g__Melanogaster,NA
c48ca64d51d055a3e42af373805f74bf,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Furcaspora,s__Furcaspora_eucalypti
d3e3a3608cddd4b42129a1331697764f,k__Fungi,p__Chytridiomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
369b3a3fdb89bc0f27cb8daa895e894e,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
bea57cd9622de0a3a017f43bce77342c,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA
35689dd9c48fd56ab6eceb127d3d6dca,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,NA,NA,NA
3c3bb6f9b2f47cfcbe3c8acb1083d8f7,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,NA,NA
0056be4c9ecbf90ad2d13e671cb4ebba,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Gymnopilus,NA
91c6a82e9dedb39bc0424955e535ad8d,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Sporobolomyces,s__unidentified
cb60f137b31b9893022025ed279cb93c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Fomitopsidaceae,g__Skeletocutis,NA
f1d34c8e2fb56bc4a0a492d0f885b9a3,k__Fungi,p__Ascomycota,c__Orbiliomycetes,NA,NA,NA,NA
660333016f786e388e3740f1bf2daeb5,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,NA,NA,NA,NA
969ae78c19d090d36a2723a299757344,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,NA,NA
8689a024959b8b3cc85f8e7dca63b3b9,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,NA,NA
4b95284291d87cb634558caa1a7eab21,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Cryptococcus,s__unidentified
27c0b139ae5fbd73a6a89935f518ec8d,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,NA,NA,NA,NA
30db983593852cc7f9da6a4ffe18a986,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
d64b655ce5a0bd2fe2e2ddf3386acec2,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,NA,NA
753f2a86fcb81b13b0c05d56be37e7e6,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,NA,NA
d34a00100a0b88f729a9c1be651e1647,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Kwoniella,NA
07f57489e2846ce3e30283511691ee51,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA
e97f4bb8281b2df34b77b998209b9ebf,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__unidentified,s__unidentified
facb2c0c016aafbb3c6973c138d6bc87,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,NA,NA,NA,NA
0bdabe64350b9cced32516b64f38b4b2,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
31097b0867881341165c2bd20e887cb6,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
7ef6e01e398799b2953e61c388cf37d5,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,NA
33475fce7bf0ceae6c06c5f17932de35,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,f__Chytridiaceae,g__Phlyctochytrium,s__Phlyctochytrium_reinboldtiae
281c248aa23024ca24a7c75d269370df,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA
34494ed2813f47cd8b3da902f2c4b855,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
15f9527439b32f17025b0a2c4cd5ec3f,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,NA,NA,NA
a192c1cf8b634c969dcae501943ecefc,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,NA
c40093c87311e9950a11487497386c3c,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Lopadostoma,NA
42367dd4fbebe80be6e9b4520ac685e1,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Symmetrosporaceae,g__Symmetrospora,NA
b0d14caf0892b303d6bb94dc136b78ce,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Parasola,s__unidentified
0f627ca8ad94a4eb163248260aa6033f,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,f__Chytridiaceae,g__Phlyctochytrium,s__Phlyctochytrium_reinboldtiae
aea8d8feb3d9a4ef06e57ce9008a254c,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
1567f46fbfdd1ff0e9aa9d43602264c2,k__Fungi,p__Ascomycota,c__Xylonomycetes,o__GS34,f__unidentified,g__unidentified,s__unidentified
ddf564f1f942a271e945b8bd3611df69,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Tremella,s__unidentified
1476a626bed5a1323c0ebac4b7c1a0e0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,NA,NA,NA
e8ce10b1f2f92277a4109c81d9fd7b2f,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,s__unidentified
9380a9f985e471fc0d0fb41959bde5f2,k__Fungi,p__Chytridiomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
fd1781a51086567007b38f8e009b5fbc,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,NA
5d29fb71e9baa792d04baa7215a24b85,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
653f7d134f7b6538c613348fc64f1660,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,NA,NA
5282913956e0fc360de38834032418fb,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,NA,NA
66d7e7447e2896475d5043c3e0062d28,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__unidentified,g__unidentified,s__unidentified
af05b75dd4afe81b8cd5a91663bdd0aa,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__unidentified,g__unidentified,s__unidentified
95bbadb044a05e308a0794ceb2e15ccb,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
d6253656503b43841dbe7c68d6cd9658,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA
c1d5dd20ede6ed49d7d3d898e080c299,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Phallales,f__Clathraceae,NA,NA
3d54db448d98edde9888e71db07825f4,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
739f03d66c661d00b40a9ab7baeb2368,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
d42e0faddee4d67254c085ef526acb56,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Gloniaceae,g__Cenococcum,s__Cenococcum_geophilum
abd1f20f6b49041d6d44fabc24e3c471,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pluteaceae,g__Pluteus,NA
d075f099abf7bdcc9d18efa54c99975e,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,NA,NA,NA
ef4c7902e1c202e3194a91555e359fc4,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Tuberaceae,g__Tuber,NA
40846875209b4474397dde6c2d6c62b7,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Ruineniaceae,g__Ruinenia,NA
4ff5d687b8b976a2166e377cbe572929,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Crepidotaceae,g__Crepidotus,NA
5d12a980ba5155ff823fcb38f11c4a9a,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Phlebiopsis,NA
a980cd3ed6c240e6ad11afb35ec4b357,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Steccherinaceae,g__Steccherinum,NA
4a06bae25d95aad438aae33215a258d7,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Teichosporaceae,g__unidentified,s__unidentified
1bca6a93db74c5d11fb8b3aa84b80325,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
517297cba590c2311ffb0044d5722902,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetales_fam_Incertae_sedis,g__Peniophorella,NA
d65a71da6139f076c39a7fe37a6603ad,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,NA,NA,NA,NA
9291340d8a96f0448733ef45db5ff42f,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA
b21c0878f978981efb27ff389681f267,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,NA,NA
e7903aab122af4d573d560ebaee1cabe,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,NA
95906e1f498e4f04f0e86bfd02a776ea,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,NA,NA,NA
e348f254d3b035369f4a9d3fc867509f,k__Fungi,p__Ascomycota,c__Orbiliomycetes,NA,NA,NA,NA
d836109642d6665e5162719d4c58080e,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__unidentified
758cf0dbd17275691525ae6cc9bfbb0c,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,NA,NA
8eefc907a033c1df647144c2645447a8,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__unidentified
8599cfae355488844b7142c21b064738,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA,NA
a362c056bf3aa1476b433d867b60f189,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__unidentified,s__unidentified
c1d0fd02bcf6d4ca798ef03faa81e348,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
eddde87c3be9f843ecad4124b1efce26,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Trechisporales_fam_Incertae_sedis,g__Sistotremastrum,s__unidentified
46525b3c80381dbb06597770ca653321,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Tremella,NA
b352a7eb864be20cf265ccb9eac7c814,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,o__GS23,f__unidentified,g__unidentified,s__unidentified
e402278017467a5ddb9c1b8737b220fe,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,NA,NA
88afe0ad5b8a7601c21f63b7ea98784f,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
676bf61c4409b55fe7f328dca67892d4,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hydnangiaceae,g__Laccaria,NA
b33f7e8abb1e8909e5110a8fb119b2eb,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
b9e6e05d526f3c3a7c225e1e45494c02,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Pholiota,NA
91534918705241d20ccacca9596a8e20,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__unidentified,g__unidentified,s__unidentified
ad2dbe0d29c451653bf6338fc302acaf,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
49d2800ad936a8b133fa5d92bccc370f,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
e0d442d18598e2a538794709ca2d8fa9,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA
36d549ee3861366a7dcb9cf4ca2dcfb9,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Fomitopsidaceae,NA,NA
4642f8b93a2027a3b601123542e31607,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,NA
47b413e8b46b2f56c48bc85cf86291e0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Podoscyphaceae,NA,NA
1bb20caf4e69e6a769384e6534cc33d3,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
ab2c017d097a811f9845902ef44c31ad,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA
3f8c17ecf9c87dc630fbee2dd5b3ca3b,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA
e225fad9ded79a85666ca5b161e0930d,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,NA,NA
6e13b923e3a9aae7dc848583edc252f7,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__unidentified
e652b23afad182f9397c453d00dc72f8,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__unidentified,g__unidentified,s__unidentified
75f5b128060af7ca0803f1cbf6dd57e0,k__Fungi,p__Basidiomycota,c__Spiculogloeomycetes,o__Spiculogloeales,f__Spiculogloeaceae,g__Phyllozyma,NA
76d66bef0fce158ad0b95d4550a5d24c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pluteaceae,g__Pluteus,NA
ca0dd7f71eaf367060d4feaf003916e2,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,NA,NA
698a5f83e6e284c6b2f6e2705b01d20c,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,o__Umbelopsidales,f__Umbelopsidaceae,g__Umbelopsis,NA
8bbf5a7b81d4c813aeeed400a2e2dbca,k__Fungi,NA,NA,NA,NA,NA,NA
341284d82f87420e0f55653a9730cd4c,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Caliciales,f__Physciaceae,g__Physcia,NA
13bae3923854223e56b27a262827f5aa,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Ceriporia,NA
baaea577a8acc4f6c2ea0e7269399935,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
b9f22933f24186f28652ef964c5a5e7b,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
04d353308507e932041160a3a102fa8c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Paxillaceae,g__Paxillus,NA
7774bff75f83c8f68bc25db9562b7331,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meripilaceae,NA,NA
5a768693c34e02cab231f19eafdde5f5,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA
3cb3cbe183cb26d0f6b7c781d0ab4e4c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,NA,NA,NA
eafe608b7ce4ae82a33617c5588ca488,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiaceae,g__Rhizophydium,s__unidentified
ab75640f55b64ce479bbe3f9e934a765,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
90e95194bf42532fa229146a6401febe,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
cc309ca9b1b4b27b5df88a026ccce199,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
afe8519dfda75af1250f153dccf2fa7e,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Coniophoraceae,g__Coniophora,NA
de15ed02ec1cf496d2f3f6afec51f493,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Coprinus,NA
7dc056415d82039d7bd49da4d95dafba,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,NA
c4f2a80d5410e64a3a4e778784c80d66,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,NA,NA
f14991446faf14a33712525691829764,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
a06f63d9f627d9d717b9a85ab20ed96b,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
dc6edfeaa20fea97508bf98b65fadfa9,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
4def7459d2ceac2510a69666050ba1fb,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Meliniomyces,NA
19cfcd6247947e98e798a8511f870029,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Agaricus,NA
06c5caeb7005cb8ad0ad69849091199d,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,NA
4443287e6192f053f18714148326b787,k__Fungi,NA,NA,NA,NA,NA,NA
02980141f69ee8585835d9673bcaaee7,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,s__unidentified
59d5429396d2000bb4f5897c991858e0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,NA,NA
aab2c0e38e705bf4b9004a21f03e6b9f,k__Fungi,NA,NA,NA,NA,NA,NA
ca8cf628837a0aaa7b7634db7e8d5a7b,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__unidentified,s__unidentified
de170091b61953e06088a947d4e1074e,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Ochroconis,NA
a50f6289d49c0f6fc7226fbd097a7054,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
675b2109dd734896625e226559a67b10,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__unidentified,g__unidentified,s__unidentified
b215dd5163ba1719f925c5d902c9bcbb,k__Fungi,p__Rozellomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
ec15f91b2e18a15a67c07568bdb47ead,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
3141f9db2bf52c2209c9516cf5abe88f,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
97b5213617fa188cb6c413fecaf03600,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,NA,NA,NA
5a6a1ad222dc5471adb4c3c6968c04f5,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,NA,NA
f1c50b1e461aa2d4c35d3fc41ca194dd,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Stictidaceae,NA,NA
04a77189e627c2f8ae4eaddb951f8d68,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
a3b64dd2ac7fe16172934f0ed5549c6a,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,NA
2da1c817d889df7d08301dafa148b885,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA
56486c46213f3548171679de28b87b65,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,NA,NA,NA
b18aca4c5c57906e80c8ba701746f4cb,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
9ce5c39b98bc4ca6b3b8e34262d5e728,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
14dc5944731b0637b54b30c003a188b1,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Ganodermataceae,NA,NA
13cac1a5b78e14d93b16ab77ec440323,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Amylocorticiales,f__Amylocorticiaceae,g__Amyloxenasma,NA
6b29361b6fff6cebc882da1312ae3f01,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Caliciales,f__Physciaceae,NA,NA
3ab4c9fff48cd6c4a1c8c464e9cbc966,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,g__Cystobasidiopsis,NA
e2d9c80732ba803168a34d04f8996d43,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Crepidotaceae,g__Crepidotus,NA
503ad467f766624c7d3c6175828c086a,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,NA,NA,NA
1713b1891ddbf6f2c5ef5a4948086d8c,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriales_fam_Incertae_sedis,g__Strelitziana,NA
40961c8ff46911f3379713d67799a5fc,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__unidentified,s__unidentified
251e1ab2b0526ea7e72053bfeacfa5f7,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
0f62c99826f461a9e267527d7a443d1d,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Steccherinaceae,g__Loweomyces,s__Loweomyces_fractipes
b71a8761637611f474d3c80cdef4093d,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Endocarpon,NA
9adf7668a8a59b622a50a774c7b0f5b8,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
ead3bd643bb94a9a02141694e0758d45,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,NA,NA
b230d8a410c91bdb38fd829a99f98597,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Tremella,NA
3375a8f0792048764f7e38c1a0584d2e,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Resupinatus,NA
46c170d0171e0823fd5d0346f16c4ffd,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,NA,NA,NA
4393e60c9d5476bba3534c4148ee4969,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Powellomycetaceae,g__Powellomyces,s__unidentified
08bb331e9c70c85cc4d9fb7e183e771e,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
2d198377cdabecdf5d0eedf75f64546c,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
9de856f6615b0cb2584824a565a4eac6,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Diatrypaceae,g__Eutypella,NA
61a2e53e0fb8376fb10571bb4c320bb5,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,NA,NA,NA
